1#,1Attack,1Defense,1HP,1Legendary,1SpAtk,1SpDef,1Speed,1type1,1type2,2#,2Attack,2Defense,2HP,2Legendary,2SpAtk,2SpDef,2Speed,2type1,2type2,winner
75,130,80,90,False,65,85,55,5,18,337,100,85,60,False,80,85,100,5,14,False
591,60,86,103,False,60,86,50,12,18,334,140,230,70,False,60,80,50,16,18,False
718,120,95,71,False,120,95,99,0,16,698,85,55,55,False,50,55,60,0,6,True
669,30,55,50,False,65,55,20,8,6,679,70,40,80,False,100,60,145,0,18,False
24,80,80,83,False,135,80,121,12,7,68,95,95,90,False,70,90,70,17,5,True
715,72,90,91,False,129,90,108,17,5,630,50,62,50,False,40,62,65,13,18,True
668,75,75,75,False,125,95,40,14,18,147,65,60,65,False,110,95,130,3,18,False
752,50,150,60,False,50,150,60,16,8,249,90,90,75,False,140,90,115,1,6,False
43,41,40,38,False,50,65,65,6,18,756,80,86,82,False,85,75,72,4,18,False
328,85,125,50,False,85,115,20,1,8,285,55,35,35,False,30,30,35,1,18,False
717,128,90,100,False,77,77,128,12,5,721,107,122,88,False,74,75,64,9,5,True
427,180,100,105,True,180,100,115,2,7,567,80,65,65,False,35,65,60,12,18,True
186,58,58,125,False,76,76,67,17,3,722,45,40,40,False,62,60,60,6,18,True
687,125,100,65,False,60,70,70,1,16,86,65,65,90,False,40,40,15,17,14,True
685,124,80,89,False,55,80,55,10,8,707,120,100,100,True,150,120,90,2,6,False
186,58,58,125,False,76,76,67,17,3,386,75,35,44,False,63,33,45,8,18,True
303,50,100,60,False,85,70,65,17,7,667,55,55,55,False,85,55,30,14,18,True
132,45,65,40,False,100,120,90,14,4,42,70,73,95,False,95,90,60,4,18,True
464,80,102,70,False,80,102,40,0,7,234,95,55,55,False,35,75,115,1,11,False
185,38,38,75,False,56,56,67,17,3,153,115,105,60,False,65,70,80,15,17,False
790,117,184,95,False,44,46,28,11,18,482,30,50,45,False,65,50,45,14,18,True
227,120,75,90,False,60,60,45,4,18,551,100,100,100,True,100,100,100,9,18,False
138,155,120,65,False,65,90,105,0,7,460,79,105,60,False,59,85,36,0,10,True
241,55,85,55,False,65,85,35,17,15,172,84,78,78,False,109,85,100,6,18,False
672,87,60,46,False,30,40,57,2,18,395,23,48,95,False,23,48,23,14,18,True
439,51,53,53,False,61,56,40,17,18,595,140,95,105,False,55,65,45,5,18,False
623,58,80,72,False,103,80,97,14,7,299,100,60,90,False,90,60,80,9,1,True
324,45,135,30,False,45,90,30,15,18,520,50,95,85,False,120,115,80,4,7,False
511,92,75,90,False,92,85,60,9,11,630,50,62,50,False,40,62,65,13,18,False
141,125,79,95,False,60,100,81,17,7,455,165,60,97,False,65,50,58,15,18,True
703,115,70,79,True,125,80,111,7,18,208,75,55,75,False,105,85,30,9,18,True
370,55,65,70,False,95,85,70,15,14,247,60,30,45,False,80,50,65,1,6,True
686,85,70,45,False,40,40,60,1,16,438,104,71,76,False,104,71,108,6,5,False
283,110,90,100,False,85,90,60,17,10,276,110,75,70,False,145,85,145,9,2,False
267,84,70,70,False,65,70,51,15,10,579,55,50,50,False,36,30,43,12,7,False
540,125,70,75,True,125,70,115,14,18,474,80,44,150,False,90,54,80,8,7,True
258,30,15,45,False,85,65,65,11,14,100,35,30,30,False,100,35,80,8,13,False
735,52,50,80,False,90,50,89,0,7,800,110,120,80,True,130,90,70,6,17,True
702,90,72,91,True,90,129,108,9,5,766,55,52,62,False,109,94,109,3,12,False
307,85,65,68,False,165,135,100,14,4,650,75,45,50,False,40,45,60,0,18,True
260,75,37,45,False,70,55,83,6,18,404,84,105,55,False,114,75,52,17,18,True
262,10,10,255,False,75,135,55,12,18,360,100,45,45,False,45,45,10,10,18,False
289,45,35,45,False,20,30,20,0,18,173,65,64,50,False,44,48,43,17,18,False
193,75,70,65,False,95,70,95,14,7,651,135,105,70,False,60,105,20,0,16,False
8,130,111,78,False,130,85,100,6,2,248,90,50,75,False,110,80,95,1,6,True
5,52,43,39,False,60,50,65,6,18,506,100,72,74,False,90,72,46,9,18,True
740,65,68,78,False,112,154,75,4,18,278,85,60,60,False,85,60,55,6,5,True
39,72,57,61,False,55,55,65,13,18,609,35,50,45,False,70,50,30,9,18,True
470,48,48,76,False,57,62,34,17,18,422,100,90,100,True,150,140,90,17,18,False
524,95,125,75,False,45,75,95,10,7,8,130,111,78,False,130,85,100,6,2,False
699,60,65,85,False,135,105,100,0,6,18,25,50,45,False,25,25,35,0,13,True
515,85,95,110,False,80,95,50,12,18,798,110,60,80,True,150,130,70,14,8,False
530,100,135,45,False,65,135,45,8,18,792,70,80,85,False,97,80,123,7,2,False
761,60,60,50,False,60,60,30,13,17,122,5,5,250,False,35,105,50,12,18,True
498,110,70,70,False,115,70,90,5,16,245,40,70,65,False,80,140,70,17,7,True
108,130,115,55,False,50,50,75,17,18,690,123,75,100,False,57,75,80,12,7,False
509,20,50,45,False,60,120,50,17,7,777,100,70,90,False,110,150,80,2,18,False
494,130,95,108,False,80,85,102,2,10,422,100,90,100,True,150,140,90,17,18,True
749,80,100,45,False,35,37,28,16,8,788,100,122,85,False,58,75,54,8,9,False
340,75,80,70,False,135,80,135,3,18,380,95,50,45,False,40,50,75,15,0,True
169,82,100,80,False,83,100,80,9,18,643,87,63,75,False,87,63,98,17,7,False
550,90,90,70,True,135,90,125,1,18,716,77,77,100,False,128,128,90,12,14,True
731,73,55,62,False,56,52,84,6,7,738,38,39,44,False,61,79,42,4,18,True
646,95,85,71,False,110,95,79,11,18,54,55,50,60,False,40,55,45,0,13,True
661,55,70,40,False,45,60,30,16,18,23,80,75,83,False,70,70,101,12,7,False
256,35,35,35,False,35,35,35,5,18,215,75,80,95,False,100,110,30,17,14,True
669,30,55,50,False,65,55,20,8,6,32,90,55,60,False,90,80,110,3,18,False
670,40,60,60,False,95,60,55,8,6,273,45,35,40,False,65,55,70,9,18,False
478,60,60,60,False,105,105,105,8,18,740,65,68,78,False,112,154,75,4,18,True
487,80,95,50,False,10,45,10,15,18,326,65,65,70,False,55,55,70,12,18,True
313,80,80,80,False,55,55,90,12,18,295,50,50,60,False,60,70,50,17,9,True
481,82,64,71,False,64,59,112,12,18,724,69,72,75,False,114,100,104,6,14,True
224,85,200,75,False,55,65,30,16,10,394,150,60,65,False,115,60,115,1,18,False
291,70,50,60,False,100,50,65,0,7,256,35,35,35,False,35,35,35,5,18,True
741,65,48,66,False,62,57,52,9,18,325,45,45,50,False,35,35,50,12,18,True
346,43,53,70,False,43,53,40,13,18,119,90,120,65,False,85,70,60,13,18,False
392,50,70,65,False,95,80,65,14,18,80,70,65,80,False,80,120,100,17,13,False
454,125,40,67,False,30,30,58,15,18,732,81,71,78,False,74,69,126,6,7,True
648,100,70,80,False,60,70,95,12,9,701,129,90,91,True,72,90,108,15,5,False
476,76,84,65,False,54,96,105,12,18,745,80,60,75,False,65,90,102,12,18,True
317,90,45,1,False,30,30,40,0,8,370,55,65,70,False,95,85,70,15,14,False
750,110,150,59,False,45,49,35,16,8,542,120,100,90,True,150,120,100,17,2,False
225,125,230,75,False,55,95,30,16,10,785,90,122,65,False,58,75,84,8,9,False
123,55,115,65,False,100,40,60,9,18,292,35,55,50,False,25,25,15,0,18,True
7,84,78,78,False,109,85,100,6,7,362,100,80,80,False,80,80,100,10,2,False
766,55,52,62,False,109,94,109,3,12,518,123,67,75,False,95,85,95,3,18,True
317,90,45,1,False,30,30,40,0,8,164,190,100,106,True,154,100,130,14,5,True
761,60,60,50,False,60,60,30,13,17,506,100,72,74,False,90,72,46,9,18,False
112,95,85,95,False,125,65,55,9,14,623,58,80,72,False,103,80,97,14,7,False
639,30,40,45,False,105,50,20,14,18,73,80,50,70,False,35,35,35,5,18,False
539,105,105,80,True,105,105,80,14,18,525,130,80,110,False,70,60,80,11,10,False
583,100,63,75,False,80,63,116,3,18,597,65,55,75,False,65,55,69,17,10,True
230,150,140,70,False,65,100,75,0,16,168,62,80,60,False,63,80,60,9,18,True
263,85,75,90,True,115,100,115,3,18,77,90,50,65,False,85,45,55,9,13,True
539,105,105,80,True,105,105,80,14,18,581,115,80,80,False,65,55,93,12,7,False
753,52,60,78,False,63,65,23,4,18,202,75,75,90,False,90,100,70,17,18,False
483,63,47,63,False,41,41,74,13,1,248,90,50,75,False,110,80,95,1,6,False
723,59,58,59,False,90,70,73,6,18,184,90,80,85,False,70,80,130,13,7,False
189,30,15,90,False,40,20,15,12,4,16,45,50,60,False,90,80,70,0,7,False
399,40,50,70,False,55,50,25,11,17,594,105,85,85,False,40,50,40,5,18,False
161,84,65,61,False,70,70,70,2,18,398,120,80,80,False,120,80,100,11,18,False
381,125,100,75,False,70,80,45,15,0,277,60,40,45,False,70,50,45,6,18,False
506,100,72,74,False,90,72,46,9,18,394,150,60,65,False,115,60,115,1,18,False
525,130,80,110,False,70,60,80,11,10,562,75,60,75,False,83,60,60,17,18,True
148,130,60,65,False,95,110,65,6,18,440,66,68,64,False,81,76,50,17,18,True
754,72,72,101,False,99,89,29,4,18,82,95,115,55,False,45,45,35,15,10,False
428,100,100,100,True,100,100,100,16,14,190,20,65,35,False,40,65,20,4,18,True
592,60,126,103,False,80,126,50,12,4,344,47,55,65,False,73,75,85,0,18,False
25,56,35,30,False,25,35,72,12,18,568,110,90,85,False,45,90,80,12,18,False
532,50,77,50,False,95,77,91,3,8,670,40,60,60,False,95,60,55,8,6,True
233,185,115,80,False,40,105,75,0,5,775,50,35,45,False,55,75,40,2,18,True
266,64,50,50,False,45,50,41,15,10,746,48,54,62,False,63,60,68,14,18,False
261,80,105,95,False,40,70,100,12,18,696,85,70,72,False,65,70,58,1,2,True
257,95,95,50,False,35,110,70,5,18,169,82,100,80,False,83,100,80,9,18,False
741,65,48,66,False,62,57,52,9,18,194,40,40,55,False,65,45,35,3,18,True
546,120,100,150,True,120,100,90,8,2,491,92,108,50,False,92,108,35,8,1,True
513,120,65,70,False,45,85,125,1,11,387,115,65,64,False,83,63,65,8,18,True
79,40,35,40,False,50,100,70,17,13,141,125,79,95,False,60,100,81,17,7,False
651,135,105,70,False,60,105,20,0,16,445,45,40,59,False,35,40,31,12,18,False
157,85,100,90,True,95,125,85,11,7,166,100,100,100,False,100,100,100,14,18,False
757,54,53,53,False,37,46,45,1,14,138,155,120,65,False,65,90,105,0,7,False
717,128,90,100,False,77,77,128,12,5,725,56,40,41,False,62,44,71,17,18,True
217,72,48,48,False,72,48,48,14,18,719,61,65,56,False,48,45,38,9,18,True
508,69,76,69,False,69,86,91,17,18,314,160,100,150,False,95,65,100,12,18,False
6,64,58,58,False,80,65,80,6,18,227,120,75,90,False,60,60,45,4,18,True
462,94,50,70,False,94,50,66,0,7,208,75,55,75,False,105,85,30,9,18,True
259,63,37,45,False,65,55,95,3,18,755,48,66,62,False,59,57,49,4,18,True
273,45,35,40,False,65,55,70,9,18,137,125,100,65,False,55,70,85,0,18,False
652,55,45,69,False,55,55,15,9,13,799,160,60,80,True,170,130,80,14,1,False
396,50,50,50,False,50,50,50,11,18,435,109,105,95,False,75,85,56,9,10,False
757,54,53,53,False,37,46,45,1,14,528,165,95,68,False,65,115,110,14,5,True
457,52,168,60,False,47,138,30,15,16,372,48,43,50,False,46,41,60,17,10,False
595,140,95,105,False,55,65,45,5,18,787,95,122,75,False,58,75,69,8,9,False
462,94,50,70,False,94,50,66,0,7,788,100,122,85,False,58,75,54,8,9,True
422,100,90,100,True,150,140,90,17,18,403,104,105,55,False,94,75,52,17,18,True
437,78,52,64,False,78,52,81,6,5,439,51,53,53,False,61,56,40,17,18,True
689,83,50,70,False,37,50,60,12,7,193,75,70,65,False,95,70,95,14,7,False
204,45,50,55,False,45,65,80,9,7,31,55,40,35,False,50,50,90,3,18,False
698,85,55,55,False,50,55,60,0,6,9,104,78,78,False,159,115,100,6,7,False
23,80,75,83,False,70,70,101,12,7,536,65,107,50,False,105,107,86,3,7,True
326,65,65,70,False,55,55,70,12,18,14,30,35,45,False,20,20,45,0,18,True
279,120,70,80,False,110,70,80,6,5,224,85,200,75,False,55,65,30,16,10,True
357,25,35,60,False,70,80,60,14,18,557,75,95,75,False,75,95,113,9,18,False
54,55,50,60,False,40,55,45,0,13,63,105,60,65,False,60,70,95,5,18,False
323,20,40,50,False,20,40,20,12,4,749,80,100,45,False,35,37,28,16,8,False
543,90,106,91,True,130,106,77,6,16,267,84,70,70,False,65,70,51,15,10,True
434,89,85,75,False,55,65,36,9,18,209,65,45,65,False,75,45,95,0,7,False
177,76,64,85,False,45,55,90,12,18,386,75,35,44,False,63,33,45,8,18,False
416,50,100,80,True,100,200,50,11,18,102,65,60,60,False,130,75,110,8,13,False
483,63,47,63,False,41,41,74,13,1,61,82,78,80,False,95,80,85,17,18,False
534,65,107,50,False,105,107,86,3,17,341,50,40,60,False,85,75,95,3,18,False
437,78,52,64,False,78,52,81,6,5,345,60,45,50,False,100,80,65,9,13,True
694,109,112,58,False,48,48,109,0,16,50,65,70,60,False,85,75,40,9,13,True
567,80,65,65,False,35,65,60,12,18,272,100,100,100,False,100,100,100,14,9,False
731,73,55,62,False,56,52,84,6,7,356,85,140,70,False,85,70,20,6,18,True
581,115,80,80,False,65,55,93,12,7,645,65,65,51,False,80,75,59,11,18,True
593,80,55,75,False,25,35,35,5,18,171,64,58,58,False,80,65,80,6,18,False
511,92,75,90,False,92,85,60,9,11,754,72,72,101,False,99,89,29,4,18,True
489,5,5,100,False,15,65,30,12,18,761,60,60,50,False,60,60,30,13,17,False
361,70,50,50,False,50,50,70,10,2,38,57,40,46,False,40,40,50,13,18,True
165,150,70,106,True,194,120,140,14,18,566,60,45,45,False,25,45,55,12,18,True
192,50,45,40,False,70,45,70,14,7,527,125,65,68,False,65,115,80,14,5,False
399,40,50,70,False,55,50,25,11,17,197,95,105,90,False,165,110,45,3,2,False
71,50,45,55,False,135,95,120,14,18,785,90,122,65,False,58,75,84,8,9,True
47,45,35,40,False,30,40,55,13,7,583,100,63,75,False,80,63,116,3,18,False
500,72,78,68,False,38,42,32,10,18,77,90,50,65,False,85,45,55,9,13,False
505,106,65,83,False,86,65,85,13,5,27,60,30,40,False,31,31,70,12,7,True
693,97,66,85,False,105,66,65,6,18,347,73,83,100,False,73,83,55,13,18,True
701,129,90,91,True,72,90,108,15,5,583,100,63,75,False,80,63,116,3,18,False
395,23,48,95,False,23,48,23,14,18,320,91,63,104,False,91,73,68,12,18,False
566,60,45,45,False,25,45,55,12,18,423,150,90,100,True,180,160,90,17,18,False
573,53,48,50,False,53,48,64,6,18,23,80,75,83,False,70,70,101,12,7,False
157,85,100,90,True,95,125,85,11,7,620,95,125,70,False,65,75,45,0,15,True
746,48,54,62,False,63,60,68,14,18,193,75,70,65,False,95,70,95,14,7,False
63,105,60,65,False,60,70,95,5,18,692,65,105,110,False,55,95,80,1,7,True
246,80,140,65,False,40,70,70,16,7,716,77,77,100,False,128,128,90,12,14,False
224,85,200,75,False,55,65,30,16,10,126,40,70,30,False,70,25,60,17,18,False
251,60,60,90,False,40,40,40,10,18,119,90,120,65,False,85,70,60,13,18,False
372,48,43,50,False,46,41,60,17,10,717,128,90,100,False,77,77,128,12,5,False
631,95,82,80,False,60,82,75,13,18,15,20,55,50,False,25,25,30,0,18,True
497,70,40,40,False,35,40,60,5,18,325,45,45,50,False,35,35,50,12,18,True
491,92,108,50,False,92,108,35,8,1,565,85,69,60,False,60,69,77,12,18,False
690,123,75,100,False,57,75,80,12,7,328,85,125,50,False,85,115,20,1,8,True
228,95,75,65,False,55,55,85,17,13,658,77,60,70,False,97,60,108,0,3,False
220,65,90,50,False,35,35,15,0,18,328,85,125,50,False,85,115,20,1,8,False
793,131,95,126,True,131,98,99,4,18,733,35,40,38,False,27,25,35,0,18,True
565,85,69,60,False,60,69,77,12,18,411,55,80,40,False,35,60,30,16,14,True
298,70,40,70,False,60,40,60,9,1,133,110,80,70,False,55,80,105,0,7,False
106,73,70,85,False,73,115,67,14,18,110,50,70,60,False,80,80,140,3,18,False
13,103,120,79,False,135,115,78,17,18,21,45,40,40,False,35,35,56,12,7,True
587,45,43,55,False,55,43,72,14,7,440,66,68,64,False,81,76,50,17,18,True
699,60,65,85,False,135,105,100,0,6,691,55,75,70,False,45,65,60,1,7,True
14,30,35,45,False,20,20,45,0,18,688,110,95,95,False,40,95,55,12,18,False
262,10,10,255,False,75,135,55,12,18,369,100,60,73,False,100,60,65,13,18,False
142,155,109,95,False,70,130,81,17,1,706,105,70,79,True,145,80,101,3,7,False
362,100,80,80,False,80,80,100,10,2,484,93,67,103,False,71,61,84,13,1,True
337,100,85,60,False,80,85,100,5,14,633,105,60,60,False,120,60,105,1,18,False
735,52,50,80,False,90,50,89,0,7,506,100,72,74,False,90,72,46,9,18,True
286,90,70,70,False,60,60,70,1,18,615,90,45,70,False,15,45,50,6,18,True
364,115,60,70,False,115,60,55,9,1,1,49,49,45,False,65,65,45,9,13,True
648,100,70,80,False,60,70,95,12,9,427,180,100,105,True,180,100,115,2,7,False
20,150,40,65,False,15,80,145,0,13,583,100,63,75,False,80,63,116,3,18,True
317,90,45,1,False,30,30,40,0,8,350,140,70,70,False,110,65,105,17,1,False
800,110,120,80,True,130,90,70,6,17,105,48,45,60,False,43,90,42,14,18,True
363,85,40,50,False,85,40,35,9,18,293,50,70,60,False,50,90,65,0,13,False
292,35,55,50,False,25,25,15,0,18,268,134,110,100,False,95,100,61,15,1,False
475,66,44,55,False,44,56,85,12,18,492,70,45,58,False,40,45,42,2,10,True
30,85,69,60,False,65,79,80,13,18,174,80,80,65,False,59,63,58,17,18,True
452,30,35,40,False,50,70,55,9,13,677,50,30,70,False,95,135,105,11,18,False
573,53,48,50,False,53,48,64,6,18,370,55,65,70,False,95,85,70,15,14,False
726,63,52,54,False,83,56,97,17,18,95,70,80,90,False,70,95,70,17,11,True
304,25,25,28,False,45,35,40,14,4,553,120,120,120,True,120,120,120,12,18,False
245,40,70,65,False,80,140,70,17,7,49,50,55,45,False,75,65,30,9,13,True
231,10,230,20,False,10,230,5,0,15,232,125,75,80,False,40,95,85,0,5,False
458,29,45,40,False,29,45,36,0,18,228,95,75,65,False,55,55,85,17,13,False
432,95,90,50,True,95,90,180,14,18,718,120,95,71,False,120,95,99,0,16,True
251,60,60,90,False,40,40,40,10,18,435,109,105,95,False,75,85,56,9,10,False
585,105,105,70,False,50,40,20,15,18,403,104,105,55,False,94,75,52,17,18,False
343,73,55,65,False,47,75,85,0,18,267,84,70,70,False,65,70,51,15,10,True
642,44,50,62,False,44,50,55,17,7,418,80,90,80,True,110,130,110,2,14,False
40,102,77,81,False,85,75,85,13,10,492,70,45,58,False,40,45,42,2,10,True
490,65,45,76,False,92,42,91,12,7,544,160,110,110,True,80,110,100,12,18,False
780,110,76,85,False,65,82,56,8,9,338,45,40,40,False,65,40,65,3,18,False
629,140,65,75,False,112,65,110,15,7,416,50,100,80,True,100,200,50,11,18,True
40,102,77,81,False,85,75,85,13,10,103,65,80,60,False,170,95,130,8,13,False
656,75,80,165,False,40,45,65,17,18,502,50,90,40,False,30,55,65,13,0,False
342,40,50,60,False,75,85,95,3,18,765,38,33,44,False,61,43,70,3,12,True
261,80,105,95,False,40,70,100,12,18,342,40,50,60,False,75,85,95,3,18,True
239,50,40,50,False,30,30,50,11,10,37,92,87,90,False,75,85,76,13,10,False
296,70,70,80,False,90,100,70,17,9,314,160,100,150,False,95,65,100,12,18,False
187,40,15,20,False,35,35,60,3,18,799,160,60,80,True,170,130,80,14,1,False
620,95,125,70,False,65,75,45,0,15,495,170,115,108,False,120,95,92,2,10,False
83,120,130,80,False,55,65,45,15,10,464,80,102,70,False,80,102,40,0,7,False
503,90,110,70,False,60,75,95,13,1,293,50,70,60,False,50,90,65,0,13,True
800,110,120,80,True,130,90,70,6,17,198,80,95,75,False,90,100,50,9,18,True
391,68,83,99,False,72,87,51,9,7,115,120,53,50,False,35,110,87,5,18,False
698,85,55,55,False,50,55,60,0,6,639,30,40,45,False,105,50,20,14,18,True
517,100,125,100,False,110,50,50,9,18,242,65,35,35,False,65,35,65,17,18,False
338,45,40,40,False,65,40,65,3,18,218,33,58,190,False,33,58,33,14,18,True
197,95,105,90,False,165,110,45,3,2,61,82,78,80,False,95,80,85,17,18,False
791,30,35,40,False,45,40,55,7,2,703,115,70,79,True,125,80,111,7,18,False
625,50,145,58,False,95,105,30,8,18,81,80,100,40,False,30,30,20,15,10,True
109,30,50,40,False,55,55,100,3,18,486,89,116,67,False,79,116,33,16,14,False
664,55,40,35,False,45,40,60,3,18,254,95,62,73,False,85,65,85,12,18,False
752,50,150,60,False,50,150,60,16,8,40,102,77,81,False,85,75,85,13,10,False
507,49,56,49,False,49,61,66,17,18,232,125,75,80,False,40,95,85,0,5,False
27,60,30,40,False,31,31,70,12,7,699,60,65,85,False,135,105,100,0,6,False
380,95,50,45,False,40,50,75,15,0,101,50,45,45,False,115,55,95,8,13,False
308,30,32,40,False,50,52,65,0,17,50,65,70,60,False,85,75,40,9,13,True
91,65,55,52,False,58,62,60,12,7,63,105,60,65,False,60,70,95,5,18,False
692,65,105,110,False,55,95,80,1,7,736,50,58,62,False,73,54,72,6,12,True
664,55,40,35,False,45,40,60,3,18,457,52,168,60,False,47,138,30,15,16,True
123,55,115,65,False,100,40,60,9,18,169,82,100,80,False,83,100,80,9,18,False
196,75,85,90,False,115,90,55,3,18,368,115,60,73,False,60,60,90,12,18,False
55,65,60,70,False,90,75,90,0,13,227,120,75,90,False,60,60,45,4,18,False
181,35,50,55,False,55,110,85,0,7,662,80,95,60,False,70,85,50,16,18,True
397,80,80,80,False,80,80,80,11,18,52,70,55,35,False,45,55,25,0,9,True
124,95,80,105,False,40,80,90,12,18,238,50,120,50,False,80,80,30,6,15,True
530,100,135,45,False,65,135,45,8,18,74,100,70,80,False,50,60,45,5,18,False
252,120,120,90,False,60,60,50,10,18,339,75,60,70,False,105,60,105,3,18,True
593,80,55,75,False,25,35,35,5,18,686,85,70,45,False,40,40,60,1,16,False
776,75,53,68,False,83,113,60,2,18,779,70,48,43,False,50,60,38,8,9,True
716,77,77,100,False,128,128,90,12,14,594,105,85,85,False,40,50,40,5,18,True
572,98,63,75,False,98,63,101,9,18,680,66,84,109,False,81,99,32,10,3,True
609,35,50,45,False,70,50,30,9,18,383,60,79,95,False,100,125,81,17,18,False
115,120,53,50,False,35,110,87,5,18,70,35,30,40,False,120,70,105,14,18,False
571,53,48,50,False,53,48,64,9,18,581,115,80,80,False,65,55,93,12,7,False
323,20,40,50,False,20,40,20,12,4,209,65,45,65,False,75,45,95,0,7,False
793,131,95,126,True,131,98,99,4,18,548,80,80,80,False,80,80,80,17,18,True
477,136,94,65,False,54,96,135,12,5,359,60,60,60,False,60,60,60,12,18,True
451,120,79,80,False,95,79,70,3,18,226,80,50,60,False,40,40,30,4,18,True
235,80,50,60,False,50,50,40,12,18,344,47,55,65,False,73,75,85,0,18,False
197,95,105,90,False,165,110,45,3,2,714,72,90,91,False,129,90,108,17,5,False
374,80,65,43,False,50,35,35,17,18,632,65,40,40,False,80,40,65,1,18,False
142,155,109,95,False,70,130,81,17,1,462,94,50,70,False,94,50,66,0,7,True
373,78,73,110,False,76,71,60,17,10,705,115,70,79,True,125,80,111,3,7,False
38,57,40,46,False,40,40,50,13,18,680,66,84,109,False,81,99,32,10,3,True
740,65,68,78,False,112,154,75,4,18,401,80,90,110,False,95,90,65,11,17,True
668,75,75,75,False,125,95,40,14,18,373,78,73,110,False,76,71,60,17,10,False
331,70,100,50,False,40,40,30,16,15,593,80,55,75,False,25,35,35,5,18,False
685,124,80,89,False,55,80,55,10,8,25,56,35,30,False,25,35,72,12,18,False
745,80,60,75,False,65,90,102,12,18,384,70,70,70,False,70,70,70,12,18,True
99,95,180,50,False,85,45,70,17,11,524,95,125,75,False,45,75,95,10,7,False
61,82,78,80,False,95,80,85,17,18,627,108,133,74,False,83,65,32,17,15,False
481,82,64,71,False,64,59,112,12,18,102,65,60,60,False,130,75,110,8,13,False
71,50,45,55,False,135,95,120,14,18,743,82,62,67,False,46,48,43,5,18,True
443,75,50,55,False,40,40,80,12,7,108,130,115,55,False,50,50,75,17,18,True
475,66,44,55,False,44,56,85,12,18,10,48,65,44,False,50,64,43,17,18,True
83,120,130,80,False,55,65,45,15,10,296,70,70,80,False,90,100,70,17,9,False
684,74,50,59,False,35,50,35,10,8,245,40,70,65,False,80,140,70,17,7,False
325,45,45,50,False,35,35,50,12,18,312,60,60,60,False,35,35,30,12,18,True
244,55,45,45,False,65,45,75,11,7,394,150,60,65,False,115,60,115,1,18,False
194,40,40,55,False,65,45,35,3,18,229,130,100,70,False,55,80,65,0,16,False
504,61,40,48,False,61,40,50,13,5,626,78,103,54,False,53,45,22,17,15,True
475,66,44,55,False,44,56,85,12,18,340,75,80,70,False,135,80,135,3,18,False
586,135,130,85,False,60,80,25,15,18,280,160,80,80,False,130,80,100,6,5,False
799,160,60,80,True,170,130,80,14,1,187,40,15,20,False,35,35,60,3,18,True
43,41,40,38,False,50,65,65,6,18,96,80,50,80,False,40,50,25,13,18,False
690,123,75,100,False,57,75,80,12,7,399,40,50,70,False,55,50,25,11,17,True
63,105,60,65,False,60,70,95,5,18,725,56,40,41,False,62,44,71,17,18,True
571,53,48,50,False,53,48,64,9,18,554,100,100,100,True,100,100,100,14,6,False
575,53,48,50,False,53,48,64,17,18,762,75,90,65,False,97,123,44,13,2,True
272,100,100,100,False,100,100,100,14,9,494,130,95,108,False,80,85,102,2,10,False
417,75,150,80,True,75,150,50,16,18,583,100,63,75,False,80,63,116,3,18,False
529,55,145,60,False,75,150,40,15,16,505,106,65,83,False,86,65,85,13,5,False
152,80,90,30,False,55,45,55,15,17,615,90,45,70,False,15,45,50,6,18,True
50,65,70,60,False,85,75,40,9,13,467,105,55,85,False,85,50,115,17,18,False
31,55,40,35,False,50,50,90,3,18,292,35,55,50,False,25,25,15,0,18,True
230,150,140,70,False,65,100,75,0,16,397,80,80,80,False,80,80,80,11,18,False
689,83,50,70,False,37,50,60,12,7,487,80,95,50,False,10,45,10,15,18,True
296,70,70,80,False,90,100,70,17,9,397,80,80,80,False,80,80,80,11,18,False
445,45,40,59,False,35,40,31,12,18,770,77,72,123,False,99,92,58,15,11,False
473,50,34,90,False,60,44,70,8,7,125,125,100,105,False,60,100,100,12,18,False
233,185,115,80,False,40,105,75,0,5,755,48,66,62,False,59,57,49,4,18,True
688,110,95,95,False,40,95,55,12,18,140,10,55,20,False,15,20,80,17,18,True
799,160,60,80,True,170,130,80,14,1,399,40,50,70,False,55,50,25,11,17,True
82,95,115,55,False,45,45,35,15,10,272,100,100,100,False,100,100,100,14,9,False
680,66,84,109,False,81,99,32,10,3,483,63,47,63,False,41,41,74,13,1,True
362,100,80,80,False,80,80,100,10,2,303,50,100,60,False,85,70,65,17,7,True
431,70,160,50,True,70,160,90,14,18,788,100,122,85,False,58,75,54,8,9,True
572,98,63,75,False,98,63,101,9,18,2,62,63,60,False,80,80,60,9,13,True
587,45,43,55,False,55,43,72,14,7,483,63,47,63,False,41,41,74,13,1,False
676,110,80,95,False,70,80,50,11,18,432,95,90,50,True,95,90,180,14,18,False
95,70,80,90,False,70,95,70,17,11,577,25,45,76,False,67,55,24,14,18,True
168,62,80,60,False,63,80,60,9,18,372,48,43,50,False,46,41,60,17,10,False
16,45,50,60,False,90,80,70,0,7,353,60,40,60,False,65,45,35,6,10,True
615,90,45,70,False,15,45,50,6,18,171,64,58,58,False,80,65,80,6,18,False
49,50,55,45,False,75,65,30,9,13,37,92,87,90,False,75,85,76,13,10,False
667,55,55,55,False,85,55,30,14,18,345,60,45,50,False,100,80,65,9,13,False
342,40,50,60,False,75,85,95,3,18,612,72,35,50,False,35,35,65,10,1,False
